iso_code,name,family,genus,macroarea,lat,lon,countries,typology
bom,Birom,Niger-Congo,Benue-Congo Plateau,Africa,9.66666666667,8.83333333333,Nigeria,
bor,Bororo,Bororoan,Bororoan,South America,-16.0,-57.0,Brazil,
bos,Bosnian,Indo-European,Slavic,Eurasia,43.0,18.0,Bosnia-Herzegovina,Fusional
bot,Bongo,Central Sudanic,Bongo-Bagirmi,Africa,7.5,28.5,South Sudan,
boz,Bozo (Tigemaxo),Mande,Western Mande,Africa,15.0,-4.0,Mali,
bpe,Barupu,Skou,Warapu,Papunesia,-3.08333333333,142.083333333,Papua New Guinea,
bpp,Kaure,Kaure,Kaure,Papunesia,-3.41666666667,140.083333333,Indonesia,
bpr,Bilaan (Koronadal),Austronesian,Bilic,Papunesia,6.0,125.333333333,Philippines,
bpu,Bongu,Trans-New Guinea,Rai Coast,Papunesia,-5.5,145.916666667,Papua New Guinea,
bpy,Bishnupriya,Indo-European,Indic,Eurasia,,,,Fusional
bqc,Boko,Mande,Eastern Mande,Africa,10.5,3.5,Nigeria; Benin,
bqp,Busa,Mande,Eastern Mande,Africa,9.66666666667,4.0,Nigeria,
bqy,Kata Kolok,other,Sign Languages,Papunesia,-8.25,115.166666667,Indonesia,
brb,Brao,Austro-Asiatic,Bahnaric,Eurasia,14.1666666667,107.5,Vietnam,
brc,Berbice Dutch Creole,other,Creoles and Pidgins,South America,5.33333333333,-58.0,Guyana,
bre,Breton,Indo-European,Celtic,Eurasia,48.0,-3.0,France,Fusional
brf,Bera,Niger-Congo,Bantu,Africa,1.5,30.03,,
brg,Baure,Arawakan,Bolivia-Parana,South America,-13.0833333333,-64.1666666667,Bolivia,
brh,Brahui,Dravidian,Dravidian,Eurasia,28.5,67.0,Pakistan,
bri,Bakueri,Niger-Congo,Bantu,Africa,4.25,9.25,Cameroon,
brm,Barambu,Niger-Congo,Ubangi,Africa,3.5,27.0,Democratic Republic of Congo,
brn,Boruca,Chibchan,Western Isthmic Chibchan,North America,8.83333333333,-83.25,Costa Rica,
bru,Bru (Eastern),Austro-Asiatic,Katuic,Eurasia,17.3333333333,106.0,Laos,
brv,Bru (Western),Austro-Asiatic,Katuic,Eurasia,16.75,104.75,Laos,
brx,Bodo,Sino-Tibetan,Brahmaputran,Eurasia,26.8333333333,92.0,India,
bsc,Basari,Niger-Congo,Tenda,Africa,12.6666666667,-13.0,Senegal; Guinea,
bsh,Kati (in Afghanistan),Indo-European,Nuristani,Eurasia,35.5,70.0,Pakistan; Afghanistan,
bsk,Burushaski,Burushaski,Burushaski,Eurasia,36.5,74.5,Pakistan,
bsn,Barasano,Tucanoan,Tucanoan,South America,-0.166666666667,-70.6666666667,Colombia,
bsp,Baga Sitemu,Niger-Congo,Northern Mel,Africa,10.5,-14.5,Guinea,
bsw,Bayso,Afro-Asiatic,Lowland East Cushitic,Africa,6.25,37.75,Ethiopia,
bth,Biatah,Austronesian,Land Dayak,Papunesia,1.25,110.0,Malaysia; Indonesia,
btx,Batak (Karo),Austronesian,Northwest Sumatra-Barrier Islands,Papunesia,3.25,98.25,Indonesia,
btz,Alas,Austronesian,Northwest Sumatra-Barrier Islands,Papunesia,3.66666666667,97.8333333333,Indonesia,
bud,Ncàm,Niger-Congo,Oti-Volta,Africa,9.33333333333,0.666666666667,Togo; Ghana,
bue,Beothuk,Beothuk,Beothuk,North America,48.0,-57.0,Canada,
buf,Bushoong,Niger-Congo,Bantu,Africa,-4.5,21.5,Democratic Republic of Congo,
bug,Bugis,Austronesian,South Sulawesi,Papunesia,-4.0,120.0,Indonesia,
buh,Bunu (Younuo),Hmong-Mien,Hmongic,Eurasia,24.0,107.0,China,
bul,Bulgarian,Indo-European,Slavic,Eurasia,42.5,25.0,Bulgaria,Fusional
bum,Bulu,Niger-Congo,Bantu,Africa,3.0,11.0,Cameroon,
buo,Buin,South Bougainville,South Bougainville,Papunesia,-6.75,155.75,Papua New Guinea,
buu,Budu,Niger-Congo,Bantu,Africa,2.0,28.0,Democratic Republic of Congo,
bvb,Bubi,Niger-Congo,Bantu,Africa,3.5,8.66666666667,Equatorial Guinea,
bvq,Birri,Central Sudanic,Birri,Africa,5.5,25.1666666667,Central African Republic,
bvr,Burarra,Mangrida,Burarran,Australia,-12.25,134.583333333,Australia,
bvv,Baniva,Arawakan,Alto-Orinoco,South America,5.26,-67.56,,
bvx,Babole,Niger-Congo,Bantu,Africa,1.08333333333,17.25,Congo,
bvz,Bauzi,Geelvink Bay,Geelvink Bay,Papunesia,-2.5,137.5,Indonesia,
bwe,Karen (Bwe),Sino-Tibetan,Karen,Eurasia,19.5,97.0,Myanmar,
bwi,Baniwa,Arawakan,Japura-Colombia,South America,2.66666666667,-66.8333333333,Brazil; Venezuela,
bwo,Shinassha,Afro-Asiatic,Ta-Ne-Omotic,Africa,10.4166666667,36.1666666667,Ethiopia,
bwr,Bura-Pabir,Afro-Asiatic,Biu-Mandara,Africa,10.5,12.25,Nigeria,
bwu,Buli (in Ghana),Niger-Congo,Oti-Volta,Africa,10.5,-1.25,Ghana,
bxj,Bayungu,Pama-Nyungan,Western Pama-Nyungan,Australia,-23.0,114.0,Australia,
bxk,Bukusu,Niger-Congo,Bantu,Africa,0.75,34.6666666667,Kenya,
bxm,Buriat,Altaic,Mongolic,Eurasia,52.0,108.0,China; Russia; Mongolia,
bya,Batak,Austronesian,Greater Central Philippine,Papunesia,10.25,119.083333333,Philippines,
byn,Bilin,Afro-Asiatic,Central Cushitic,Africa,15.75,38.5,Eritrea,
byr,Baruya,Trans-New Guinea,Nuclear Angan,Papunesia,-6.91666666667,145.916666667,Papua New Guinea,
byw,Belhare,Sino-Tibetan,Himalayish,Eurasia,26.9666666667,87.3,Nepal,
byx,Qaqet,Baining,Baining,Papunesia,-4.58333333333,152.0,Papua New Guinea,
bza,Bandi,Mande,Western Mande,Africa,8.08333333333,-10.25,Liberia,
bzd,Bribri,Chibchan,Western Isthmic Chibchan,North America,9.41666666667,-83.0,Costa Rica,
bzf,Boiken,Sepik,Ndu,Papunesia,-3.5,143.5,Papua New Guinea,
bzk,Mískito Coast English Creole,other,Creoles and Pidgins,North America,16.25,-88.8333333333,Belize,
bzq,Buli (in Indonesia),Austronesian,South Halmahera - West New Guinea,Papunesia,1.0,128.5,Indonesia,
bzr,Biri,Pama-Nyungan,Northern Pama-Nyungan,Australia,-20.5,146.5,Australia,
bzs,Língua de Sinais Brasileira,other,Sign Languages,South America,-15.0,-48.0,Brazil,
caa,Chortí,Mayan,Mayan,North America,14.8333333333,-89.25,Guatemala; Honduras,
cab,Garífuna,Arawakan,Antillean Arawakan,North America,15.6666666667,-88.0,Guatemala; Belize; Honduras,
cac,Chuj,Mayan,Mayan,North America,15.9166666667,-91.5833333333,Guatemala,
cad,Caddo,Caddoan,Caddo,North America,33.3333333333,-93.5,United States,
cag,Nivacle,Matacoan,Matacoan,South America,-23.5,-60.5,Paraguay,
cak,Cakchiquel,Mayan,Mayan,North America,14.5,-91.0,Guatemala,Fusional
cal,Carolinian,Austronesian,Oceanic,Papunesia,15.2,145.75,Northern Mariana Islands,
cam,Cèmuhî,Austronesian,Oceanic,Papunesia,-20.8333333333,165.166666667,New Caledonia,
can,Chambri,Ramu-Lower Sepik,Lower Sepik,Papunesia,-4.16666666667,143.083333333,Papua New Guinea,
cao,Chácobo,Pano-Tacanan,Panoan,South America,-12.1666666667,-66.75,Bolivia,
cap,Chipaya,Uru-Chipaya,Uru-Chipaya,South America,-18.75,-67.8333333333,Bolivia,
caq,Nicobarese (Car),Austro-Asiatic,Nicobarese,Eurasia,9.0,93.0,India,
car,Carib,Cariban,Cariban,South America,5.5,-56.0,Suriname,
cas,Mosetén,Mosetenan,Mosetenan,South America,-14.75,-67.8333333333,Bolivia,
cat,Catalan,Indo-European,Romance,Eurasia,41.75,2.0,Spain,Fusional
cav,Cavineña,Pano-Tacanan,Tacanan,South America,-13.3333333333,-66.5,Bolivia,
cax,Chiquitano,Chiquitano,Chiquitano,South America,-17.5,-60.0,Bolivia,
cay,Cayuga,Iroquoian,Northern Iroquoian,North America,42.75,-76.75,United States,
cbc,Carapana,Tucanoan,Tucanoan,South America,0.833333333333,-70.75,Colombia; Brazil,
cbd,Umaua,Cariban,Cariban,South America,1.0,-72.0,Colombia,
cbg,Chimila,Chibchan,Chimila,South America,10.0,-74.0,Colombia,
cbi,Cayapa,Barbacoan,Barbacoan,South America,0.666666666667,-79.0,Ecuador,
cbk,Chavacano,other,Creoles and Pidgins,Papunesia,7.0,122.083333333,Philippines,
cbn,Nyah Kur (Tha Pong),Austro-Asiatic,Monic,Eurasia,15.6666666667,101.666666667,Thailand,
cbr,Cashibo,Pano-Tacanan,Panoan,South America,-8.5,-75.5,Peru,
cbs,Cashinahua,Pano-Tacanan,Panoan,South America,-10.5,-71.8333333333,Brazil; Peru,
cbt,Chayahuita,Cahuapanan,Cahuapanan,South America,-5.5,-77.0,Peru,
cbu,Candoshi,Candoshi,Candoshi,South America,-4.16666666667,-77.0,Peru,
cbv,Cacua,Cacua-Nukak,Cacua-Nukak,South America,1.08333333333,-70.0,Colombia,
cco,Chinantec (Comaltepec),Oto-Manguean,Chinantecan,North America,17.5833333333,-96.4166666667,Mexico,
cdm,Chepang,Sino-Tibetan,Himalayish,Eurasia,27.6666666667,84.75,Nepal,
cdn,Chaudangsi,Sino-Tibetan,Bodic,Eurasia,30.0,80.25,India,
cdo,Fuzhou,Sino-Tibetan,Chinese,Eurasia,26.0,119.5,China; Malaysia; Thailand,
ceb,Cebuano,Austronesian,Greater Central Philippine,Papunesia,10.0,124.0,Philippines,Agglutinative
ces,Czech,Indo-European,Slavic,Eurasia,50.0,15.0,Czech Republic,Fusional
cgg,Nkore-Kiga,Niger-Congo,Bantu,Africa,-0.916666666667,29.8333333333,Uganda,
cha,Chamorro,Austronesian,Chamorro,Papunesia,13.45,144.75,Guam,
chb,Muisca,Chibchan,Chibcha-Duit,South America,5.0,-74.0,Colombia,
chc,Catawba,Siouan,Catawban,North America,35.5,-80.5,United States,
chd,Chontal (Highland),Hokan,Tequistlatecan,North America,16.25,-95.75,Mexico,
che,Chechen,Nakh-Daghestanian,Nakh,Eurasia,43.25,45.8333333333,Russia,Agglutinative
chf,Chontal Maya,Mayan,Mayan,North America,18.1666666667,-92.5833333333,Mexico,
chh,Chinook (Lower),Penutian,Chinookan,North America,46.25,-123.5,United States,
chk,Chuukese,Austronesian,Oceanic,Papunesia,7.33333333333,151.75,Micronesia,
chl,Cahuilla,Uto-Aztecan,Northern Uto-Aztecan,North America,33.5,-116.25,United States,
cho,Choctaw,Muskogean,Muskogean,North America,32.25,-88.5,United States,
chp,Chipewyan,Na-Dene,Athapaskan,North America,59.0,-106.0,Canada,
chq,Chinantec (Quiotepec),Oto-Manguean,Chinantecan,North America,17.5833333333,-96.6666666667,Mexico,
chr,Cherokee,Iroquoian,Southern Iroquoian,North America,35.5,-83.5,United States,
cht,Cholón,Hobitu-Cholon,Hobitu-Cholon,South America,-8.0,-77.5,Peru,
chv,Chuvash,Altaic,Turkic,Eurasia,55.5,47.5,Russia,Agglutinative
chx,Chantyal,Sino-Tibetan,Bodic,Eurasia,28.5833333333,83.4166666667,Nepal,
chy,Cheyenne,Algic,Algonquian,North America,47.0,-95.0,United States,
cic,Chickasaw,Muskogean,Muskogean,North America,34.0,-88.0,United States,
cid,Chimariko,Hokan,Chimariko,North America,41.0,-123.0,United States,
cir,Tinrin,Austronesian,Oceanic,Papunesia,-21.6666666667,165.75,New Caledonia,
ciw,Ojibwe (Minnesota),Algic,Algonquian,North America,47.6666666667,-92.5,United States,
cja,Cham (Western),Austronesian,Malayo-Sumbawan,Eurasia,12.0,105.5,Cambodia,
cje,Chru,Austronesian,Malayo-Sumbawan,Eurasia,11.5,108.5,Vietnam,
cjh,Chehalis (Upper),Salishan,Tsamosan,North America,46.5833333333,-123.0,United States,
cji,Chamalal,Nakh-Daghestanian,Avar-Andic-Tsezic,Eurasia,42.55,46.05,Russia,
cjm,Cham (Eastern),Austronesian,Malayo-Sumbawan,Eurasia,11.3333333333,108.5,Vietnam,
cjo,Campa Pajonal Asheninca,Arawakan,Pre-Andine Arawakan,South America,-10.6666666667,-74.25,Peru,
cjp,Cabécar,Chibchan,Western Isthmic Chibchan,North America,9.75,-83.4166666667,Costa Rica,
cjs,Shor,Altaic,Turkic,Eurasia,53.0,88.0,Russia,
cjv,Chuave,Trans-New Guinea,Chimbu-Wahgi,Papunesia,-6.11666666667,145.116666667,Papua New Guinea,
ckb,Kurdish (Central),Indo-European,Iranian,Eurasia,36.0,44.0,Iran; Iraq,Fusional
cko,Anufo,Niger-Congo,Tano,Africa,10.0833333333,0.25,Togo; Benin; Ghana,
cks,Tayo,other,Creoles and Pidgins,Papunesia,-22.0,166.333333333,New Caledonia,
ckt,Chukchi,Chukotko-Kamchatkan,Northern Chukotko-Kamchatkan,Eurasia,67.0,-173.0,Russia,
cku,Koasati,Muskogean,Muskogean,North America,34.8333333333,-85.1666666667,United States,
cla,Ron,Afro-Asiatic,West Chadic,Africa,9.0,8.75,Nigeria,
cld,Neo-Aramaic (Amadiya),Afro-Asiatic,Semitic,Eurasia,37.0,43.0,Iraq,
cle,Chinantec (Lealao),Oto-Manguean,Chinantecan,North America,17.3333333333,-95.9166666667,Mexico,
clk,Idu,Sino-Tibetan,Digaroan,Eurasia,29.3333333333,95.8333333333,India,
clm,Clallam,Salishan,Central Salish,North America,48.0833333333,-123.75,United States,
clo,Chontal (Huamelultec Oaxaca),Hokan,Tequistlatecan,North America,16.0,-95.75,Mexico,
clw,Chulym,Altaic,Turkic,Eurasia,54.3333333333,89.6666666667,Russia,
cme,Kirma,Niger-Congo,Kirma-Tyurama,Africa,10.25,-4.83333333333,Burkina Faso,
cmi,Embera Chami,Choco,Choco,South America,5.0,-76.0,Colombia,
cmn,Kunming,Sino-Tibetan,Chinese,Eurasia,25.0,102.75,China,Isolating
cnh,Lai,Sino-Tibetan,Kuki-Chin,Eurasia,22.6666666667,93.6666666667,Myanmar,
cnk,Khumi,Sino-Tibetan,Kuki-Chin,Eurasia,21.9166666667,92.4166666667,Myanmar,
cns,Asmat,Asmat-Kamrau Bay,Asmat-Kamrau Bay,Papunesia,-5.5,138.5,Indonesia,
cnt,Chinantec (Tepetotutla),Oto-Manguean,Chinantecan,North America,17.8333333333,-96.5,Mexico,
cob,Chicomuceltec,Mayan,Mayan,North America,15.5,-92.25,Mexico,
coc,Cocopa,Hokan,Yuman,North America,32.3333333333,-115.0,Mexico; United States,
cod,Cocama,Tupian,Maweti-Guarani,South America,-5.0,-74.5,Peru,
coe,Koreguaje,Tucanoan,Tucanoan,South America,1.0,-75.5,Colombia,
cof,Tsafiki,Barbacoan,Barbacoan,South America,-1.0,-79.3333333333,Ecuador,
cog,Kasong,Austro-Asiatic,Pearic,Eurasia,12.75,102.116666667,Thailand,
col,Columbia-Wenatchi,Salishan,Interior Salish,North America,47.5,-120.0,United States,
com,Comanche,Uto-Aztecan,Northern Uto-Aztecan,North America,33.5,-101.5,United States,
con,Cofán,Cofán,Cofán,South America,0.166666666667,-77.1666666667,Ecuador; Colombia,
coo,Comox,Salishan,Central Salish,North America,50.1666666667,-125.0,Canada,
cop,Coptic,Afro-Asiatic,Egyptian-Coptic,Africa,26.0,32.0,Egypt,
cor,Cornish,Indo-European,Celtic,Eurasia,50.3333333333,-5.0,United Kingdom,
cos,Corsican,Indo-European,Romance,Eurasia,,,,Fusional
cou,Konyagi,Niger-Congo,Tenda,Africa,12.5,-13.25,Mali; Guinea,
coz,Chocho,Oto-Manguean,Popolocan,North America,17.6666666667,-97.4166666667,Mexico,
cpa,Chinantec (Palantla),Oto-Manguean,Chinantecan,North America,18.8333333333,-96.75,Mexico,
crc,Lonwolwol,Austronesian,Oceanic,Papunesia,-16.2166666667,168.0,Vanuatu,
crd,Coeur d'Alene,Salishan,Interior Salish,North America,47.25,-116.5,United States,
crg,Michif,Algic,Algonquian,North America,52.0,-100.166666667,Canada,
crh,Crimean Tatar,Altaic,Turkic,Eurasia,45.0,34.0833333333,Uzbekistan,
crk,Cree (Plains),Algic,Algonquian,North America,54.0,-110.0,Canada,
crn,Cora,Uto-Aztecan,Corachol,North America,22.1666666667,-104.833333333,Mexico,
cro,Crow,Siouan,Missouri River Siouan,North America,47.0,-108.0,United States,
crs,Seychelles Creole,other,Creoles and Pidgins,Eurasia,-4.75,55.5,Seychelles,
crw,Chrau,Austro-Asiatic,Bahnaric,Eurasia,10.75,107.5,Vietnam,
crx,Carrier,Na-Dene,Athapaskan,North America,53.75,-123.5,Canada,
csb,Slovincian,Indo-European,Slavic,Eurasia,54.0,16.0,Poland,
csh,Hyow,Sino-Tibetan,Kuki-Chin,Eurasia,22.0833333333,92.4166666667,Bangladesh,
csi,Miwok (Bodega),Penutian,Miwok,North America,38.3333333333,-123.0,United States,
csk,Diola-Kasa,Niger-Congo,Jola,Africa,12.5,-16.75,,
csl,Chinese Sign Language,other,Sign Languages,Eurasia,35.0,115.0,China,
csm,Miwok (Central Sierra),Penutian,Miwok,North America,38.0,-120.333333333,United States,
cso,Chinantec (Sochiapan),Oto-Manguean,Chinantecan,North America,17.75,-96.6666666667,Mexico,
css,Mutsun,Penutian,Costanoan,North America,36.8333333333,-121.5,United States,
csw,Cree (Swampy),Algic,Algonquian,North America,56.0,-90.0,Canada,
csy,Chin (Siyin),Sino-Tibetan,Kuki-Chin,Eurasia,23.8333333333,94.0,Myanmar,
csz,Coos (Hanis),Oregon Coast,Coosan,North America,43.5,-124.166666667,United States,
cta,Chatino (Tataltepec),Oto-Manguean,Zapotecan,North America,16.1666666667,-97.5833333333,Mexico,
ctd,Chin (Tiddim),Sino-Tibetan,Kuki-Chin,Eurasia,23.3333333333,93.6666666667,Myanmar,
ctg,Bengali (Chittagong),Indo-European,Indic,Eurasia,22.3333333333,91.8333333333,Bangladesh,
ctm,Chitimacha,Chitimacha,Chitimacha,North America,29.6666666667,-91.0,United States,
cto,Catio,Choco,Choco,South America,7.16666666667,-76.3333333333,Colombia,
ctp,Chatino (Yaitepec),Oto-Manguean,Zapotecan,North America,16.25,-97.25,Mexico,
ctu,Chol,Mayan,Mayan,North America,17.75,-92.5,Mexico,
cua,Cua,Austro-Asiatic,Bahnaric,Eurasia,15.25,108.5,Vietnam,
cub,Cubeo,Tucanoan,Tucanoan,South America,1.33333333333,-70.5,Colombia,
cuc,Chinantec (San Felipe Usila),Oto-Manguean,Chinantecan,North America,17.9166666667,-96.5,Mexico,
cui,Cuiba,Guahiban,Guahiban,South America,6.5,-70.0,Colombia,
cul,Culina,Arauan,Arauan,South America,-6.0,-70.5,Brazil; Peru,
cup,Cupeño,Uto-Aztecan,Northern Uto-Aztecan,North America,33.1666666667,-116.5,United States,
cuy,Cuitlatec,Cuitlatec,Cuitlatec,North America,17.5,-101.0,Mexico,
cya,Chatino (Nopala),Oto-Manguean,Zapotecan,North America,16.0833333333,-97.1666666667,Mexico,
cyb,Cayuvava,Cayuvava,Cayuvava,South America,-13.5,-65.5,Bolivia,
cym,Welsh (Colloquial),Indo-European,Celtic,Eurasia,52.75,-3.5833,United Kingdom,Fusional
daa,Dangaléat (Western),Afro-Asiatic,East Chadic,Africa,12.1666666667,18.3333333333,Chad,
dag,Dagbani,Niger-Congo,Oti-Volta,Africa,9.58333333333,-0.5,Ghana,
dai,Day,Niger-Congo,Day,Africa,8.75,17.8333333333,Chad,
daj,Daju (Dar Fur),Eastern Sudanic,Daju,Africa,12.25,25.25,Sudan,
dak,Dakota,Siouan,Mississippi Valley Siouan,North America,45.0,-93.5,United States,
dal,Dahalo,Afro-Asiatic,Dahalo,Africa,-2.33333333333,40.5,Kenya,
dan,Danish,Indo-European,Germanic,Eurasia,56.0,10.0,Denmark,Fusional
dar,Dargwa,Nakh-Daghestanian,Dargwic,Eurasia,42.25,47.4166666667,Russia,
dau,Sila,Eastern Sudanic,Daju,Africa,12.3333333333,21.75,Chad,
dav,Dabida,Niger-Congo,Bantu,Africa,-4.0,38.6666666667,Kenya,
dba,Bangime,Bangime,Bangime,Africa,14.9166666667,-3.83333333333,Mali,
dbj,Begak-Ida'an,Austronesian,North Borneo,Papunesia,5.25,118.833333333,Malaysia,
dbl,Dyirbal,Pama-Nyungan,Northern Pama-Nyungan,Australia,-17.8333333333,145.583333333,Australia,
dbq,Daba,Afro-Asiatic,Biu-Mandara,Africa,10.1666666667,13.75,Cameroon,
ddj,Djaru,Pama-Nyungan,Western Pama-Nyungan,Australia,-18.75,128.0,Australia,
ddo,Tsez,Nakh-Daghestanian,Avar-Andic-Tsezic,Eurasia,42.25,45.75,Russia,
dds,Donno So,Dogon,Dogon,Africa,14.3333333333,-3.58333333333,Burkina Faso; Mali,
deg,Degema,Niger-Congo,Edoid,Africa,4.75,6.75,Nigeria,
den,Slave,Na-Dene,Athapaskan,North America,67.0,-125.0,Canada,
der,Deuri,Sino-Tibetan,Brahmaputran,Eurasia,26.0,90.25,India,
des,Desano,Tucanoan,Tucanoan,South America,0.833333333333,-69.8333333333,Colombia; Brazil,
deu,German,Indo-European,Germanic,Eurasia,52.5,13.3333333333,Germany,Fusional
dga,Dagaare,Niger-Congo,Oti-Volta,Africa,10.5,-2.66666666667,Burkina Faso; Ghana,
dgc,Dumagat (Casiguran),Austronesian,Northern Luzon,Papunesia,16.3333333333,122.0,Philippines,
dgl,Nubian (Dongolese),Eastern Sudanic,Nubian,Africa,18.25,30.75,Sudan,
dgo,Dogri,Indo-European,Indic,Eurasia,33.0,75.0,India,
dgz,Daga,Trans-New Guinea,Dagan,Papunesia,-10.0,149.333333333,Papua New Guinea,
dhg,Gaalpu,Pama-Nyungan,Western Pama-Nyungan,Australia,-12.6666666667,136.75,Australia,
dhi,Dhimal,Sino-Tibetan,Dhimalic,Eurasia,26.6666666667,87.75,Nepal,
dhl,Dhalandji,Pama-Nyungan,Western Pama-Nyungan,Australia,-22.08,115.0,Australia,
dhr,Dhargari,Pama-Nyungan,Western Pama-Nyungan,Australia,-23.75,114.916666667,Australia,
dhu,Dhurga,Pama-Nyungan,Southeastern Pama-Nyungan,Australia,-35.6666666667,150.0,Australia,
dhv,Drehu,Austronesian,Oceanic,Papunesia,-21.0,167.25,New Caledonia,
dic,Vata,Niger-Congo,Kru,Africa,5.83333333333,-5.41666666667,Côte d'Ivoire,
did,Didinga,Eastern Sudanic,South Surmic,Africa,4.5,33.5,South Sudan,
dif,Diyari,Pama-Nyungan,Central Pama-Nyungan,Australia,-28.0,139.0,Australia,
dih,Diegueño (Mesa Grande),Hokan,Yuman,North America,32.6666666667,-116.166666667,Mexico; United States,
dim,Dime,Afro-Asiatic,South Omotic,Africa,6.16666666667,36.25,Ethiopia,
din,Dinka,Eastern Sudanic,Western Nilotic,Africa,8.5,28.0,South Sudan,
diq,Zazaki,Indo-European,Iranian,Eurasia,39.0,41.0,Turkey,
dis,Dimasa,Sino-Tibetan,Brahmaputran,Eurasia,25.5,93.0,India,
div,Dhivehi,Indo-European,Indic,Eurasia,4.16666666667,73.5,Maldives,Fusional
diz,Ding,Niger-Congo,Bantu,Africa,-4.33333333333,19.5,Democratic Republic of Congo,
djd,Jaminjung,Mirndi,Jaminjungan,Australia,-15.0833333333,130.5,Australia,
dje,Zarma,Songhay,Songhay,Africa,13.8333333333,2.16666666667,Niger,
dji,Djinang,Pama-Nyungan,Western Pama-Nyungan,Australia,-12.3333333333,134.833333333,Australia,
djj,Ndjébbana,Mangrida,Ndjébbana,Australia,-12.1666666667,134.116666667,Australia,
djk,Ndyuka,other,Creoles and Pidgins,South America,4.5,-54.5,French Guiana; Suriname,
djm,Jamsay,Dogon,Dogon,Africa,14.4166666667,-2.5,Mali,
djr,Djambarrpuyngu,Pama-Nyungan,Western Pama-Nyungan,Australia,-12.1666666667,135.5,Australia,
dju,Sare,Sepik,Sepik Hill,Papunesia,-4.5,143.166666667,Papua New Guinea,
dlg,Dolgan,Altaic,Turkic,Eurasia,71.25,98.0,Russia,
dma,Duma,Niger-Congo,Bantu,Africa,-0.95,13.0,Gabon,
dmd,Madimadi,Pama-Nyungan,Southeastern Pama-Nyungan,Australia,-34.5,143.5,Australia,
dmk,Domaaki,Indo-European,Indic,Eurasia,36.1666666667,74.0,Pakistan,
dmw,Mudburra,Pama-Nyungan,Western Pama-Nyungan,Australia,-17.3333333333,132.083333333,Australia,
dni,Dani (Lower Grand Valley),Trans-New Guinea,Dani,Papunesia,-4.33333333333,138.833333333,Indonesia,
dnj,Dan,Mande,Eastern Mande,Africa,7.5,-8.0,Côte d'Ivoire; Guinea; Liberia,
dny,Dení,Arauan,Arauan,South America,-6.0,-67.0,Brazil,
doo,Dongo,Niger-Congo,Ubangi,Africa,3.0,30.0,Democratic Republic of Congo,
dow,Doyayo,Niger-Congo,Samba-Duru,Africa,8.66666666667,13.0833333333,Cameroon,
drd,Darma,Sino-Tibetan,Bodic,Eurasia,30.0,79.75,India,
drl,Paakantyi,Pama-Nyungan,Central Pama-Nyungan,Australia,-32.5,142.5,Australia,
dru,Rukai (Tanan),Austronesian,Rukai,Papunesia,22.8333333333,120.833333333,Taiwan,
dry,Darai,Indo-European,Indic,Eurasia,24.0,84.0,Nepal,
dsb,Sorbian (Lower),Indo-European,Slavic,Eurasia,51.75,14.3333333333,Germany,
dse,Nederlandse Gebarentaal,other,Sign Languages,Eurasia,52.25,5.5,Netherlands,
dsh,Dhaasanac,Afro-Asiatic,Lowland East Cushitic,Africa,4.66666666667,36.3333333333,Ethiopia,
dta,Dagur,Altaic,Mongolic,Eurasia,48.0,124.0,China,
dtd,Nitinaht,Wakashan,Southern Wakashan,North America,48.6666666667,-124.75,Canada,
dto,Tommo So,Dogon,Dogon,Africa,15.0,-3.0,Mali,
dts,Toro So,Dogon,Dogon,Africa,14.4166666667,-3.25,Burkina Faso; Mali,
dua,Duala,Niger-Congo,Bantu,Africa,4.0,9.41666666667,Cameroon,
duc,Duna,Duna-Bogaya,Duna,Papunesia,-5.5,142.5,Papua New Guinea,
dud,Duka,Niger-Congo,Central Kainji,Africa,11.1666666667,5.08333333333,Nigeria,
duf,Paita,Austronesian,Oceanic,Papunesia,-22.0833333333,166.5,New Caledonia,
duj,Dhuwal (Dätiwuy),Pama-Nyungan,Western Pama-Nyungan,Australia,-12.1666666667,136.25,Australia,
duo,Agta (Dupaningan),Austronesian,Greater Central Philippine,Papunesia,18.0,122.083333333,Philippines,
dur,Dii,Niger-Congo,Samba-Duru,Africa,8.0,14.0,Cameroon,
dus,Dumi,Sino-Tibetan,Himalayish,Eurasia,27.25,86.6666666667,Nepal,
duu,Dulong,Sino-Tibetan,Nungish,Eurasia,28.0,98.3333333333,China,
dwr,Kullo,Afro-Asiatic,Ta-Ne-Omotic,Africa,6.75,37.0833333333,Ethiopia,
dwu,Djapu,Pama-Nyungan,Western Pama-Nyungan,Australia,-12.6666666667,136.0,Australia,
dyi,Dyimini,Niger-Congo,Senufo,Africa,8.41666666667,-4.41666666667,Côte d'Ivoire,
dyo,Diola-Fogny,Niger-Congo,Jola,Africa,13.0,-16.25,Gambia; Senegal,
dyu,Dyula,Mande,Western Mande,Africa,9.83333333333,-4.66666666667,Burkina Faso; Mali; Côte d'Ivoire,
